0	0	0	1.5096e+11	0	1.5134e+11	0
10	nan	nan	nan	nan	nan	nan
20	nan	nan	nan	nan	nan	nan
30	nan	nan	nan	nan	nan	nan
40	nan	nan	nan	nan	nan	nan
50	nan	nan	nan	nan	nan	nan
60	nan	nan	nan	nan	nan	nan
70	nan	nan	nan	nan	nan	nan
80	nan	nan	nan	nan	nan	nan
90	nan	nan	nan	nan	nan	nan
100	nan	nan	nan	nan	nan	nan
110	nan	nan	nan	nan	nan	nan
120	nan	nan	nan	nan	nan	nan
130	nan	nan	nan	nan	nan	nan
140	nan	nan	nan	nan	nan	nan
150	nan	nan	nan	nan	nan	nan
160	nan	nan	nan	nan	nan	nan
170	nan	nan	nan	nan	nan	nan
180	nan	nan	nan	nan	nan	nan
190	nan	nan	nan	nan	nan	nan
200	nan	nan	nan	nan	nan	nan
210	nan	nan	nan	nan	nan	nan
220	nan	nan	nan	nan	nan	nan
230	nan	nan	nan	nan	nan	nan
240	nan	nan	nan	nan	nan	nan
250	nan	nan	nan	nan	nan	nan
260	nan	nan	nan	nan	nan	nan
270	nan	nan	nan	nan	nan	nan
280	nan	nan	nan	nan	nan	nan
290	nan	nan	nan	nan	nan	nan
300	nan	nan	nan	nan	nan	nan
310	nan	nan	nan	nan	nan	nan
320	nan	nan	nan	nan	nan	nan
330	nan	nan	nan	nan	nan	nan
340	nan	nan	nan	nan	nan	nan
350	nan	nan	nan	nan	nan	nan
360	nan	nan	nan	nan	nan	nan
370	nan	nan	nan	nan	nan	nan
380	nan	nan	nan	nan	nan	nan
390	nan	nan	nan	nan	nan	nan
400	nan	nan	nan	nan	nan	nan
410	nan	nan	nan	nan	nan	nan
420	nan	nan	nan	nan	nan	nan
430	nan	nan	nan	nan	nan	nan
440	nan	nan	nan	nan	nan	nan
450	nan	nan	nan	nan	nan	nan
460	nan	nan	nan	nan	nan	nan
470	nan	nan	nan	nan	nan	nan
480	nan	nan	nan	nan	nan	nan
490	nan	nan	nan	nan	nan	nan
500	nan	nan	nan	nan	nan	nan
510	nan	nan	nan	nan	nan	nan
520	nan	nan	nan	nan	nan	nan
530	nan	nan	nan	nan	nan	nan
540	nan	nan	nan	nan	nan	nan
550	nan	nan	nan	nan	nan	nan
560	nan	nan	nan	nan	nan	nan
570	nan	nan	nan	nan	nan	nan
580	nan	nan	nan	nan	nan	nan
590	nan	nan	nan	nan	nan	nan
600	nan	nan	nan	nan	nan	nan
610	nan	nan	nan	nan	nan	nan
620	nan	nan	nan	nan	nan	nan
630	nan	nan	nan	nan	nan	nan
640	nan	nan	nan	nan	nan	nan
650	nan	nan	nan	nan	nan	nan
660	nan	nan	nan	nan	nan	nan
670	nan	nan	nan	nan	nan	nan
680	nan	nan	nan	nan	nan	nan
690	nan	nan	nan	nan	nan	nan
700	nan	nan	nan	nan	nan	nan
710	nan	nan	nan	nan	nan	nan
720	nan	nan	nan	nan	nan	nan
730	nan	nan	nan	nan	nan	nan
740	nan	nan	nan	nan	nan	nan
750	nan	nan	nan	nan	nan	nan
760	nan	nan	nan	nan	nan	nan
770	nan	nan	nan	nan	nan	nan
780	nan	nan	nan	nan	nan	nan
790	nan	nan	nan	nan	nan	nan
800	nan	nan	nan	nan	nan	nan
810	nan	nan	nan	nan	nan	nan
820	nan	nan	nan	nan	nan	nan
830	nan	nan	nan	nan	nan	nan
840	nan	nan	nan	nan	nan	nan
850	nan	nan	nan	nan	nan	nan
860	nan	nan	nan	nan	nan	nan
870	nan	nan	nan	nan	nan	nan
880	nan	nan	nan	nan	nan	nan
890	nan	nan	nan	nan	nan	nan
900	nan	nan	nan	nan	nan	nan
910	nan	nan	nan	nan	nan	nan
920	nan	nan	nan	nan	nan	nan
930	nan	nan	nan	nan	nan	nan
940	nan	nan	nan	nan	nan	nan
950	nan	nan	nan	nan	nan	nan
960	nan	nan	nan	nan	nan	nan
970	nan	nan	nan	nan	nan	nan
980	nan	nan	nan	nan	nan	nan
990	nan	nan	nan	nan	nan	nan
1000	nan	nan	nan	nan	nan	nan
1010	nan	nan	nan	nan	nan	nan
1020	nan	nan	nan	nan	nan	nan
1030	nan	nan	nan	nan	nan	nan
1040	nan	nan	nan	nan	nan	nan
1050	nan	nan	nan	nan	nan	nan
1060	nan	nan	nan	nan	nan	nan
1070	nan	nan	nan	nan	nan	nan
1080	nan	nan	nan	nan	nan	nan
1090	nan	nan	nan	nan	nan	nan
1100	nan	nan	nan	nan	nan	nan
1110	nan	nan	nan	nan	nan	nan
1120	nan	nan	nan	nan	nan	nan
1130	nan	nan	nan	nan	nan	nan
1140	nan	nan	nan	nan	nan	nan
1150	nan	nan	nan	nan	nan	nan
1160	nan	nan	nan	nan	nan	nan
1170	nan	nan	nan	nan	nan	nan
1180	nan	nan	nan	nan	nan	nan
1190	nan	nan	nan	nan	nan	nan
1200	nan	nan	nan	nan	nan	nan
1210	nan	nan	nan	nan	nan	nan
1220	nan	nan	nan	nan	nan	nan
1230	nan	nan	nan	nan	nan	nan
1240	nan	nan	nan	nan	nan	nan
1250	nan	nan	nan	nan	nan	nan
1260	nan	nan	nan	nan	nan	nan
1270	nan	nan	nan	nan	nan	nan
1280	nan	nan	nan	nan	nan	nan
1290	nan	nan	nan	nan	nan	nan
1300	nan	nan	nan	nan	nan	nan
1310	nan	nan	nan	nan	nan	nan
1320	nan	nan	nan	nan	nan	nan
1330	nan	nan	nan	nan	nan	nan
1340	nan	nan	nan	nan	nan	nan
1350	nan	nan	nan	nan	nan	nan
1360	nan	nan	nan	nan	nan	nan
1370	nan	nan	nan	nan	nan	nan
1380	nan	nan	nan	nan	nan	nan
1390	nan	nan	nan	nan	nan	nan
1400	nan	nan	nan	nan	nan	nan
1410	nan	nan	nan	nan	nan	nan
